date,close,volume,ticker,SMA 3,SMA 5,SMA 7,SMA 14,SMA 21,SMA 42,WMA 3,WMA 5,WMA 7,WMA 14,WMA 21,WMA 42,DEMA 3,DEMA 5,DEMA 7,DEMA 14,DEMA 21,DEMA 42,KAMA 3,KAMA 5,KAMA 7,KAMA 14,KAMA 21,KAMA 42,RSI 3,RSI 5,RSI 7,RSI 14,RSI 21,RSI 42,ADX 3,ADX 5,ADX 7,ADX 14,ADX 21,ADX 42,MOM 3,MOM 5,MOM 7,MOM 14,MOM 21,MOM 42,CCI 3,CCI 5,CCI 7,CCI 14,CCI 21,CCI 42,BOP 3,BOP 5,BOP 7,BOP 14,BOP 21,BOP 42,CMO 3,CMO 5,CMO 7,CMO 14,CMO 21,CMO 42,ROCR 3,ROCR 5,ROCR 7,ROCR 14,ROCR 21,ROCR 42,Aroon Down 3,Aroon Up 3,Aroon Down 5,Aroon Up 5,Aroon Down 7,Aroon Up 7,Aroon Down 14,Aroon Up 14,Aroon Up 21,Aroon Down 21,Aroon Up 42,Aroon Down 42,DX 3,DX 5,DX 7,DX 14,DX 21,DX 42,MINUS_DI 3,MINUS_DI 5,MINUS_DI 7,MINUS_DI 14,MINUS_DI 21,MINUS_DI 42,PLUS_DI 3,PLUS_DI 5,PLUS_DI 7,PLUS_DI 14,PLUS_DI 21,PLUS_DI 42,MINUS_DM 3,MINUS_DM 5,MINUS_DM 7,MINUS_DM 14,MINUS_DM 21,MINUS_DM 42,PLUS_DM 3,PLUS_DM 5,PLUS_DM 7,PLUS_DM 14,PLUS_DM 21,PLUS_DM 42,Real Middle Band 3,Real Lower Band 3,Real Upper Band 3,Real Middle Band 5,Real Lower Band 5,Real Upper Band 5,Real Lower Band 7,Real Upper Band 7,Real Middle Band 7,Real Upper Band 14,Real Lower Band 14,Real Middle Band 14,Real Middle Band 21,Real Lower Band 21,Real Upper Band 21,Real Middle Band 42,Real Lower Band 42,Real Upper Band 42,NATR 3,NATR 5,NATR 7,NATR 14,NATR 21,NATR 42,FAMA,MAMA,MACD,MACD_Hist,MACD_Signal,SlowD,SlowK,PPO,ULTOSC,SAR,Chaikin A/D,OBV
2014-07-16,217.16,4044500.0,TSLA,221.1467,220.206,220.4514,227.0668,228.6531,216.939,219.5567,219.996,220.2568,223.2699,226.073,222.5093,217.9879,218.2285,218.4445,222.5765,226.0098,226.2443,223.5436,222.2544,222.9563,227.8231,226.7948,219.1555,32.219,35.3803,38.0591,45.534,48.6902,51.3129,33.2751,26.6469,23.9029,20.2556,16.5316,9.9287,-0.97,-5.9,-5.5,-19.731,-7.45,28.57,-100.0,-44.1538,-35.797,-70.7492,-100.9082,14.9261,-0.584,-0.584,-0.584,-0.584,-0.584,-0.584,-35.5619,-29.2395,-23.8818,-8.9321,-2.6195,2.6257,0.9956,0.9735,0.9753,0.9167,0.9668,1.1515,33.3333,33.3333,60.0,60.0,14.2857,0.0,57.1429,21.4286,47.619,0.0,73.8095,0.0,9.2659,1.7456,1.7169,7.7449,10.0714,8.111,11.9602,17.1381,19.1349,19.9331,20.2436,21.3596,14.403,16.55,18.4889,23.2799,24.7779,25.1304,3.0886,7.1768,11.0445,22.4947,34.5812,76.702,3.7194,6.9305,10.6717,26.2716,42.3269,90.2429,221.1467,213.0483,229.245,220.206,213.4705,226.9415,214.3232,226.5797,220.4514,243.5192,210.6143,227.0668,228.6531,213.8416,243.4646,216.939,189.6468,244.2311,3.9639,3.8567,3.797,3.7119,3.7459,3.9372,113.2629,188.7822,1.0563,-2.3666,3.4229,45.6409,43.1273,0.2777,44.8172,242.7215,23336291.1806,290702600.0
2014-07-17,215.4,4649400.0,TSLA,217.38,219.394,219.9271,225.6239,227.8784,217.5066,216.6833,218.394,218.9939,221.7143,224.8681,222.4377,215.725,216.1738,216.546,220.6878,224.4144,225.573,219.9242,222.0327,222.8055,226.7872,226.3917,219.0592,27.0074,32.197,35.6458,44.0922,47.681,50.8179,34.2105,26.0287,22.8041,18.8511,16.0033,9.8355,-11.3,-4.06,-3.67,-20.2,-16.27,23.84,-100.0,-116.5307,-131.3055,-88.6021,-117.3122,-5.6105,-0.1094,-0.1094,-0.1094,-0.1094,-0.1094,-0.1094,-45.9852,-35.6061,-28.7083,-11.8155,-4.638,1.6358,0.9502,0.9815,0.9832,0.9143,0.9298,1.1245,100.0,0.0,100.0,40.0,100.0,57.1429,100.0,14.2857,42.8571,100.0,71.4286,0.0,36.0813,23.556,16.2114,0.5919,5.4362,6.0163,21.8449,22.1538,22.4848,21.575,21.3124,21.845,10.2608,13.7065,16.2116,21.8319,23.7627,24.6418,5.2791,8.9614,12.6867,24.1079,36.1544,78.0957,2.4796,5.5444,9.1472,24.395,40.3113,88.0942,217.38,213.9529,220.8071,219.394,211.599,227.189,212.8598,226.9944,219.9271,242.3703,208.8776,225.6239,227.8784,212.1081,243.6487,217.5066,191.3827,243.6305,3.7397,3.7559,3.7421,3.7054,3.7503,3.9517,113.6418,189.0483,0.3546,-2.4547,2.8093,36.2732,18.5419,-0.859,42.3208,242.437,21095213.4827,286053200.0
2014-07-18,220.0201,4253700.0,TSLA,217.5267,219.772,219.4929,224.2639,227.5403,218.0764,218.0034,218.6027,219.0172,220.9671,224.1538,222.5546,218.5431,217.7413,217.4278,220.3252,223.8233,225.3604,219.9251,222.0079,222.7608,226.2885,226.3024,219.084,55.4088,47.6518,46.1107,48.6854,50.5085,52.0614,29.7011,24.2044,21.2968,17.6494,15.5405,9.7537,0.4401,1.8901,-3.0399,-19.0399,-7.0999,23.9301,35.571,-34.1764,-32.3789,-60.3675,-82.0459,5.9464,0.7709,0.7709,0.7709,0.7709,0.7709,0.7709,10.8177,-4.6964,-7.7787,-2.6292,1.0171,4.1227,1.002,1.0087,0.9864,0.9204,0.9687,1.122,66.6667,0.0,80.0,20.0,85.7143,42.8571,92.8571,7.1429,38.0952,95.2381,69.0476,0.0,20.6824,16.9071,12.2527,2.0276,6.2856,6.3971,16.055,18.7817,20.0733,20.4309,20.5725,21.4873,10.552,13.3493,15.6912,21.2766,23.3322,24.4243,3.5194,7.1691,10.8744,22.3859,34.4328,76.2363,2.3131,5.0955,8.5004,23.3125,39.0517,86.6567,217.5267,213.7189,221.3345,219.772,212.0762,227.4679,212.8907,226.0951,219.4929,239.444,209.0838,224.2639,227.5403,211.4189,243.6616,218.0764,192.8162,243.3365,3.321,3.4698,3.5174,3.5571,3.6225,3.8394,114.0204,189.3581,0.1693,-2.112,2.2813,27.9933,22.3108,-1.8485,42.8936,241.8603,23431687.1077,290306900.0
2014-07-21,220.54,3822200.0,TSLA,218.6534,218.54,219.6472,222.8696,227.1951,218.6773,219.51,218.8587,219.2789,220.4706,223.5174,222.6692,220.0068,218.98,218.3133,220.1767,223.3935,225.2029,220.0045,221.8844,222.7431,225.8425,226.22,219.124,58.157,49.2781,47.2371,49.1913,50.8226,52.2007,26.5701,19.9411,18.2811,16.8486,15.2238,9.7014,3.38,-6.16,1.08,-19.52,-7.25,25.24,76.7934,37.5959,7.344,-43.0536,-65.202,9.6134,0.5069,0.5069,0.5069,0.5069,0.5069,0.5069,16.314,-1.4439,-5.5258,-1.6174,1.6452,4.4014,1.0156,0.9728,1.0049,0.9187,0.9682,1.1292,33.3333,0.0,60.0,0.0,71.4286,28.5714,85.7143,0.0,33.3333,90.4762,66.6667,0.0,20.308,2.8879,0.187,6.4374,8.8893,7.5598,11.1177,15.4897,17.6118,19.2058,19.7677,21.0921,16.784,16.411,17.546,21.8487,23.625,24.5419,2.3463,5.7353,9.3209,20.7869,32.7931,74.4212,3.5421,6.0764,9.2861,23.6473,39.1921,86.5935,218.6534,214.0329,223.2739,218.54,214.6376,222.4425,213.0049,226.2894,219.6472,235.3328,210.4065,222.8696,227.1951,210.8017,243.5885,218.6773,194.4326,242.922,3.1897,3.3578,3.4282,3.5054,3.582,3.8093,114.3986,189.6699,0.0636,-1.7741,1.8377,25.1187,34.5034,-2.4591,44.3192,241.2951,24108964.4575,294129100.0
2014-07-22,219.58,2730000.0,TSLA,220.0467,218.54,219.8543,221.4311,226.7184,219.1566,219.9734,219.2054,219.2622,220.032,222.8251,222.7112,219.786,219.1706,218.5305,219.8328,222.8482,224.9623,219.9079,221.8748,222.7127,225.3414,226.0872,219.1338,49.677,45.981,45.2017,48.2455,50.2049,51.9153,25.0781,16.7137,15.7231,16.1195,14.9278,9.6517,4.18,0.0,1.45,-20.14,-10.01,20.13,78.03,86.5955,19.6883,-24.4538,-55.6522,9.8754,-0.6231,-0.6231,-0.6231,-0.6231,-0.6231,-0.6231,-0.6459,-8.038,-9.5966,-3.509,0.4099,3.8306,1.0194,1.0,1.0066,0.916,0.9564,1.1009,0.0,100.0,40.0,0.0,57.1429,14.2857,78.5714,0.0,28.5714,85.7143,64.2857,0.0,22.0942,3.8042,0.3752,6.6411,9.0087,7.6127,8.5671,13.5707,16.123,18.4374,19.2572,20.8387,13.4263,14.644,16.2445,21.0605,23.0703,24.2728,1.5642,4.5883,7.9893,19.3021,31.2316,72.6492,2.4514,4.9511,8.0495,22.0482,37.4158,84.6217,220.0467,219.262,220.8314,218.54,214.6376,222.4425,213.3247,226.3839,219.8543,229.739,213.1232,221.4311,226.7184,210.0514,243.3853,219.1566,195.6672,242.646,2.7716,3.0795,3.2238,3.4055,3.5171,3.7802,114.7765,189.969,-0.0965,-1.5474,1.4509,35.0551,48.3511,-3.0316,43.8332,240.7412,21989918.2141,291399100.0
2014-07-23,222.49,3083300.0,TSLA,220.87,219.606,219.2529,220.9357,226.017,219.5759,221.195,220.522,219.9211,220.1732,222.4407,222.8662,221.8618,220.9174,219.9914,220.2942,222.8755,224.9964,220.3279,221.9556,222.7047,225.2762,225.9641,219.1977,69.7394,56.906,52.4478,51.3019,52.0593,52.718,33.2073,17.2036,14.8884,15.6851,14.74,9.6237,2.4699,5.33,-4.21,-6.935,-14.73,17.61,100.0,107.538,107.5261,33.6146,-38.1392,17.9255,0.4662,0.4662,0.4662,0.4662,0.4662,0.4662,39.4788,13.812,4.8956,2.6039,4.1186,5.4359,1.0112,1.0245,0.9814,0.9698,0.9379,1.086,0.0,100.0,20.0,0.0,42.8571,0.0,71.4286,0.0,23.8095,80.9524,61.9048,30.9524,49.4658,19.1633,9.8804,10.0383,10.983,8.4771,5.9615,11.3402,14.3283,17.4808,18.616,20.5179,17.6324,16.7169,17.4701,21.3819,23.2097,24.3188,1.0428,3.6706,6.848,17.9234,29.7444,70.9195,3.0842,5.4109,8.3496,21.9234,37.0841,84.0569,220.87,218.4486,223.2914,219.606,214.9539,224.2581,214.9658,223.5399,219.2529,228.014,213.8574,220.9357,226.017,209.9478,242.0861,219.5759,196.4956,242.6561,2.6206,2.9096,3.0687,3.2917,3.4197,3.6989,115.1541,190.2942,0.0114,-1.1516,1.163,47.898,60.8396,-3.003,39.623,240.1983,22453572.3494,294482400.0
2014-07-24,223.54,3245500.0,TSLA,221.87,221.234,219.8186,220.5279,225.5903,219.9626,222.53,221.8333,220.9929,220.5204,222.2155,223.0506,223.3253,222.4519,221.4287,220.9411,223.0771,225.1173,220.9265,222.4379,222.7496,225.2447,225.9155,219.2744,75.1101,60.5084,54.9552,52.3944,52.7263,53.0079,40.5278,18.3386,14.5099,15.342,14.5843,9.6014,3.0,8.14,3.96,-5.71,-8.96,16.24,84.2613,106.8459,126.3569,87.54,-26.0736,22.0217,0.0674,0.0674,0.0674,0.0674,0.0674,0.0674,50.2201,21.0168,9.9104,4.7888,5.4525,6.0158,1.0136,1.0378,1.018,0.9751,0.9615,1.0783,0.0,100.0,0.0,100.0,28.5714,0.0,64.2857,0.0,19.0476,76.1905,59.5238,28.5714,55.1688,22.8786,12.2384,10.8813,11.4698,8.6883,4.3555,9.7252,12.9672,16.7254,18.1044,20.2597,15.075,15.4954,16.5838,20.8097,22.7955,24.1152,0.6952,2.9365,5.8697,16.6432,28.328,69.2309,2.4062,4.6787,7.5068,20.7074,35.6682,82.4056,221.87,218.5199,225.2201,221.234,218.1895,224.2785,214.5707,225.0665,219.8186,226.1514,214.9043,220.5279,225.5903,209.7582,241.4223,219.9626,197.1756,242.7495,2.3801,2.7015,2.8928,3.1796,3.3332,3.6397,115.5314,190.6267,0.1795,-0.7868,0.9663,60.4093,72.0373,-2.7047,43.4884,239.6664,23344197.9308,297727900.0
2014-07-25,223.57,3087100.0,TSLA,223.2,221.944,220.7343,220.5929,224.956,220.2485,223.38,222.612,221.9307,220.926,222.0318,223.2184,223.7674,223.2714,222.3823,221.4807,223.2528,225.2266,222.1014,222.6726,222.8746,225.2347,225.8337,219.3329,75.2979,60.6259,55.0343,52.4272,52.746,53.0163,52.5051,22.8692,15.9434,15.349,14.5615,9.6068,3.99,3.5499,6.41,0.91,-13.321,12.01,100.0,103.1671,109.3445,122.8522,-12.8826,26.91,0.1628,0.1628,0.1628,0.1628,0.1628,0.1628,50.5959,21.2519,10.0685,4.8545,5.492,6.0326,1.0182,1.0161,1.0295,1.0041,0.9438,1.0568,0.0,100.0,0.0,100.0,14.2857,100.0,57.1429,0.0,14.2857,71.4286,57.1429,26.1905,76.4597,40.9914,24.5449,15.4406,14.1052,9.8275,2.922,7.9971,11.4295,15.831,17.4917,19.9476,21.9037,19.1077,18.8653,21.6125,23.2365,24.2956,0.4635,2.3492,5.0312,15.4544,26.979,67.5826,3.4741,5.613,8.3044,21.0983,35.8397,82.3135,223.2,222.1956,224.2044,221.944,218.713,225.175,215.425,226.0436,220.7343,226.3333,214.8525,220.5929,224.956,209.9394,239.9725,220.2485,197.5895,242.9075,2.3648,2.6279,2.8127,3.1189,3.2852,3.6081,115.9085,190.9561,0.3115,-0.5238,0.8353,69.7976,76.5161,-2.6273,47.1706,239.145,22409788.3522,300815000.0
2014-07-28,224.82,6514300.0,TSLA,223.9767,222.8,222.08,221.0036,224.4426,220.5956,224.19,223.5707,222.9521,221.4896,222.0195,223.431,224.766,224.3633,223.5398,222.2343,223.6175,225.4359,223.3096,223.1678,223.495,225.2253,225.8066,219.4225,83.2165,65.9108,58.5681,53.8555,53.593,53.3734,65.6459,31.701,20.4662,16.1351,14.8569,9.6834,2.33,4.28,9.42,5.75,-10.78,14.58,100.0,128.002,134.1945,156.4579,15.2974,38.858,0.0538,0.0538,0.0538,0.0538,0.0538,0.0538,66.433,31.8216,17.1361,7.711,7.1861,6.7469,1.0105,1.0194,1.0437,1.0262,0.9542,1.0693,0.0,100.0,0.0,100.0,0.0,100.0,50.0,100.0,9.5238,66.6667,54.7619,23.8095,91.9276,67.0282,47.6025,26.3545,20.7668,12.8241,1.4593,5.5115,8.9231,14.1739,16.3146,19.3282,34.6973,27.9203,25.1362,24.3183,24.8666,25.0149,0.309,1.8793,4.3124,14.3505,25.6943,65.9735,7.3461,9.5204,12.148,24.6213,39.1631,85.3837,223.9767,222.7838,225.1696,222.8,219.2576,226.3424,218.3085,225.8515,222.08,227.0633,214.9438,221.0036,224.4426,210.1995,238.6857,220.5956,198.1145,243.0768,3.1391,3.0334,3.071,3.2167,3.3358,3.6149,116.2855,191.2947,0.5112,-0.2593,0.7705,71.0855,64.7032,-2.3808,45.9636,238.6341,20097390.1073,307329300.0
2014-07-29,225.01,3382400.0,TSLA,224.4667,223.886,222.7929,221.1429,223.7736,220.9473,224.7067,224.3073,223.6846,222.0238,222.0711,223.6363,225.1717,225.0048,224.354,222.8935,223.9619,225.6421,224.0654,223.9865,223.8727,225.2232,225.7747,219.5149,84.3596,66.7585,59.1375,54.0812,53.7254,53.4286,74.4065,38.7664,24.3428,16.8651,15.1384,9.7582,1.47,5.43,4.9899,1.95,-14.05,14.77,49.3397,82.9197,100.603,129.3867,25.5127,36.5436,-0.4651,-0.4651,-0.4651,-0.4651,-0.4651,-0.4651,68.7192,33.517,18.2751,8.1623,7.4509,6.8571,1.0066,1.0247,1.0227,1.0087,0.9412,1.0703,0.0,66.6667,0.0,80.0,0.0,85.7143,42.8571,92.8571,4.7619,61.9048,52.381,21.4286,91.9276,67.0282,47.6025,26.3545,20.7668,12.8241,1.1707,4.888,8.2316,13.668,15.9447,19.1285,27.8346,24.7615,23.1883,23.4503,24.3028,24.7563,0.206,1.5035,3.6964,13.3255,24.4708,64.4027,4.8974,7.6163,10.4126,22.8626,37.2982,83.3507,224.4667,223.1891,225.7442,223.886,222.0304,225.7416,218.9624,226.6233,222.7929,227.469,214.8167,221.1429,223.7736,211.1072,236.44,220.9473,198.6639,243.2307,2.6065,2.734,2.851,3.0949,3.248,3.5626,116.6622,191.6319,0.6769,-0.0749,0.7518,64.3523,51.8377,-2.0513,40.2496,238.1335,17009966.8515,310711700.0
2014-07-30,228.92,4917600.0,TSLA,226.25,225.172,223.99,221.8186,223.2431,221.4509,226.9333,225.9853,225.2164,223.0608,222.5389,224.0071,228.1652,227.4628,226.5636,224.3995,224.9337,226.1835,226.223,226.1792,225.4242,225.4021,225.8628,219.7416,94.9587,79.727,69.2763,58.5713,56.4123,54.5609,52.8,32.9388,22.6039,16.6216,15.0557,9.7619,5.35,6.43,8.38,9.46,-11.14,21.15,100.0,71.7772,88.9758,119.6886,51.1732,37.7852,0.8178,0.8178,0.8178,0.8178,0.8178,0.8178,89.9174,59.4541,38.5526,17.1425,12.8245,9.1218,1.0239,1.0289,1.038,1.0431,0.9536,1.1018,100.0,33.3333,0.0,60.0,0.0,71.4286,35.7143,85.7143,0.0,57.1429,50.0,19.0476,9.587,9.6283,12.1707,13.4567,13.4029,9.9131,19.5041,15.1439,14.8531,16.3423,17.5315,19.7757,16.0915,18.3708,18.9695,21.4245,22.9583,24.1279,3.9573,5.0228,6.9883,16.1936,27.1255,66.6893,3.2649,6.093,8.9251,21.2296,35.5221,81.3662,226.25,222.4709,230.0291,225.172,221.2297,229.1143,218.7467,229.2333,223.99,229.2122,214.4249,221.8186,223.2431,212.5738,233.9124,221.4509,199.427,243.4747,2.9544,2.8977,2.9361,3.0919,3.2185,3.5075,117.0389,192.0048,1.1109,0.2873,0.8236,56.7562,53.7279,-1.831,46.3342,237.6428,21146265.9169,315629300.0
2014-07-31,223.3,7678300.0,TSLA,225.7433,225.124,224.5214,222.1879,222.4612,221.8937,225.4583,225.3613,225.0439,223.2583,222.5441,224.0931,224.8873,225.5949,225.4951,224.2122,224.7945,226.171,226.1494,226.1618,225.3267,225.3606,225.7553,219.8143,38.5843,46.8724,48.9215,50.8714,51.8672,52.6751,41.9445,31.3193,22.5762,16.7,15.0978,9.7919,-1.52,-0.24,3.72,5.17,-16.42,18.6,-100.0,-21.7018,29.1462,77.5725,55.8514,26.7526,-0.602,-0.602,-0.602,-0.602,-0.602,-0.602,-22.8314,-6.2552,-2.1569,1.7428,3.7344,5.3503,0.9932,0.9989,1.0169,1.0237,0.9315,1.0909,66.6667,0.0,0.0,40.0,0.0,57.1429,28.5714,78.5714,0.0,52.381,47.619,16.6667,20.2333,24.8414,22.4098,17.7188,15.9389,11.0213,11.2617,11.0289,11.9255,14.7548,16.4278,19.1983,16.9749,18.3195,18.8142,21.1095,22.6576,23.9543,2.6382,4.0182,5.99,15.0369,25.8338,65.1014,3.9766,6.6744,9.4501,21.5132,35.6305,81.2289,225.7433,221.0389,230.4478,225.124,221.0984,229.1496,220.5817,228.4611,224.5214,229.3195,215.0562,222.1879,222.4612,214.7361,230.1863,221.8937,200.4959,243.2916,3.497,3.2632,3.2134,3.2599,3.3535,3.6157,117.4153,192.3177,0.99,0.1331,0.8569,50.4676,45.8373,-1.5394,44.0498,237.1619,16260075.0078,307951000.0
2014-08-01,233.27,11895800.0,TSLA,228.4967,227.064,226.0614,222.6571,222.6443,222.5683,229.2217,228.0767,227.2311,224.7359,223.5267,224.6223,231.1485,230.0486,229.1187,226.5368,226.3974,227.0593,226.8766,227.0003,226.3521,225.558,225.8268,220.2326,76.1935,72.24,68.2371,60.7334,58.1482,55.472,50.1398,36.2809,26.0495,17.6681,15.5156,9.9079,8.26,9.7,10.78,6.57,3.845,28.33,100.0,166.6667,222.3373,195.9576,207.0703,77.5937,0.6243,0.6243,0.6243,0.6243,0.6243,0.6243,52.3869,44.48,36.4742,21.4668,16.2964,10.9439,1.0367,1.0434,1.0485,1.029,1.0168,1.1382,33.3333,100.0,60.0,100.0,0.0,100.0,21.4286,100.0,0.0,47.619,45.2381,14.2857,66.5304,56.1273,46.8896,30.2543,23.872,14.6654,5.8985,7.4159,8.9677,12.8297,15.0051,18.4087,29.3486,26.3907,24.8024,23.9602,24.4156,24.736,1.7588,3.2146,5.1343,13.9629,24.6036,63.5514,8.7511,11.4396,14.2001,26.0765,40.0338,85.3949,228.4967,220.3342,236.6591,227.064,219.8318,234.2962,219.1758,232.9471,226.0614,231.5595,213.7548,222.6571,222.6443,214.1261,231.1625,222.5683,201.5683,243.5683,4.2608,3.7165,3.5062,3.3325,3.3472,3.5237,117.7919,192.7272,1.6793,0.658,1.0214,51.7908,55.8073,-0.8829,46.5901,213.6,19404703.8774,319846800.0
2014-08-04,238.52,5959700.0,TSLA,231.6967,229.804,228.2014,224.01,223.0857,223.3904,234.2333,231.8953,230.3457,226.851,224.97,225.3642,237.1816,235.3027,233.7133,229.7092,228.69,228.3573,228.2377,228.8003,228.383,227.1133,226.0709,220.9426,83.9545,78.8784,74.225,64.7465,60.9646,56.8476,58.9481,42.0381,30.1896,18.9391,16.082,10.0623,9.6,13.7,14.98,18.94,9.27,34.53,91.0872,123.9225,162.5203,217.1599,270.1816,115.1664,0.5726,0.5726,0.5726,0.5726,0.5726,0.5726,67.9091,57.7567,48.4501,29.493,21.9292,13.6953,1.0419,1.0609,1.067,1.0863,1.0404,1.1693,0.0,100.0,40.0,100.0,0.0,100.0,14.2857,100.0,100.0,42.8571,42.8571,11.9048,76.5647,65.0667,55.0302,35.4619,27.4095,16.3904,4.3254,6.1365,7.8162,11.9731,14.3411,18.022,32.5878,28.9963,26.9457,25.1308,25.1713,25.0879,1.1725,2.5717,4.4008,12.9655,23.432,62.0383,8.8341,12.1516,15.1715,27.2139,41.1275,86.3617,231.6967,219.072,244.3214,229.804,218.7027,240.9053,217.517,238.8858,228.2014,235.8894,212.1306,224.01,223.0857,212.5275,233.6439,223.3904,202.6622,244.1186,3.7884,3.514,3.3722,3.2429,3.262,3.4362,118.1688,193.1852,2.6191,1.2781,1.3409,54.409,61.5824,-0.0778,49.3579,213.839,22100169.8525,325806500.0
2014-08-05,238.49,5371300.0,TSLA,236.76,232.5,230.3329,225.5336,223.8395,224.1425,237.63,234.7907,232.9179,228.7816,226.3704,226.0665,239.002,237.9786,236.5851,232.2411,230.6608,229.5567,232.7619,230.2898,230.0585,228.9508,226.5841,221.5629,83.7206,78.7439,74.1319,64.7058,60.94,56.8374,66.9435,47.8631,34.5686,20.4077,16.7559,10.2466,15.19,13.48,14.92,21.33,15.83,31.59,70.3786,93.4766,115.1316,186.1704,232.6678,123.2427,0.1397,0.1397,0.1397,0.1397,0.1397,0.1397,67.4412,57.4877,48.2637,29.4116,21.88,13.6747,1.068,1.0599,1.0667,1.0982,1.0711,1.1527,0.0,100.0,20.0,100.0,42.8571,100.0,7.1429,100.0,100.0,38.0952,40.4762,9.5238,82.9344,71.1629,60.8422,39.4996,30.2349,17.8033,3.0809,5.0393,6.7892,11.1627,13.6985,17.6388,33.0257,29.9106,27.887,25.7385,25.5718,25.2797,0.7817,2.0573,3.7721,12.0394,22.3162,60.5612,8.3794,12.2113,15.4941,27.7601,41.659,86.7955,236.76,231.8243,241.6957,232.5,220.8323,244.1677,218.3239,242.3418,230.3329,238.8878,212.1794,225.5336,223.8395,211.4151,236.264,224.1425,203.5704,244.7147,3.5462,3.4237,3.3281,3.2303,3.2528,3.4277,118.5462,193.6382,3.3231,1.5857,1.7373,66.1994,81.2085,0.6147,49.8134,214.3722,20849319.1675,320435200.0
2014-08-06,248.9301,9235500.0,TSLA,241.98,236.502,233.7772,227.9286,225.2614,225.113,243.7151,240.2674,237.5672,231.9012,228.6513,227.2194,247.1592,245.0248,242.887,236.8524,234.1662,231.615,239.8983,234.0535,234.3076,233.8738,228.6295,222.827,93.3678,87.7962,82.8645,71.4346,65.9602,59.4511,75.5725,54.973,40.2125,22.5741,17.8016,10.5348,15.6601,20.0101,24.1101,33.5301,29.8601,40.7591,100.0,117.2643,132.5096,196.5816,258.4359,172.7667,0.7812,0.7812,0.7812,0.7812,0.7812,0.7812,86.7356,75.5924,65.7291,42.8693,31.9204,18.9021,1.0671,1.0874,1.1072,1.1557,1.1363,1.1958,0.0,100.0,0.0,100.0,28.5714,100.0,0.0,100.0,100.0,33.3333,100.0,7.1429,92.8305,83.4127,74.0759,50.7368,38.7143,22.3536,1.7461,3.6101,5.3395,9.8863,12.6447,16.9836,46.9637,39.9183,35.8539,30.2504,28.6201,26.7625,0.5211,1.6459,3.2332,11.1795,21.2535,59.1192,14.0162,18.1991,21.7107,34.2072,48.1053,93.1589,241.98,232.1511,251.8089,236.502,219.8354,253.1687,217.133,250.4213,233.7772,244.7348,211.1224,227.9286,225.2614,209.0794,241.4435,225.113,203.8136,246.4125,3.9964,3.6629,3.4751,3.2448,3.2153,3.3294,118.9244,194.1911,4.6696,2.3458,2.3238,76.5972,87.0008,1.5104,56.9835,215.2308,26502970.032,329670700.0
2014-08-07,252.39,7464700.0,TSLA,246.6034,242.32,237.6886,230.2407,226.6581,226.234,248.92,245.5634,242.2204,235.1627,231.1175,228.4881,252.2361,250.5125,248.3233,241.3919,237.7857,233.8381,245.4071,242.1728,238.6626,238.3569,230.7674,224.4961,94.877,89.6263,84.8429,73.2545,67.4174,60.2678,82.1668,61.4875,45.7822,24.9767,19.013,10.8795,13.87,29.09,27.38,32.3699,29.33,47.08,96.0308,116.9352,134.4626,184.7842,245.4286,210.6028,0.2999,0.2999,0.2999,0.2999,0.2999,0.2999,89.7539,79.2526,69.6858,46.5089,34.8348,20.5357,1.0582,1.1303,1.1217,1.1471,1.1315,1.2293,0.0,100.0,0.0,100.0,14.2857,100.0,0.0,100.0,100.0,28.5714,100.0,4.7619,95.3552,87.5454,79.2007,56.2104,43.2408,25.0111,1.2563,2.9769,4.6452,9.2061,12.0602,16.6046,52.8383,44.827,40.0216,32.841,30.4359,27.6808,0.3474,1.3167,2.7714,10.3809,20.2414,57.7116,14.6122,19.8272,23.8772,37.0318,51.0825,96.2088,246.6034,234.7867,258.4201,242.32,228.0061,256.6339,218.4565,256.9207,237.6886,250.5915,209.8899,230.2407,226.6581,206.8259,246.4903,226.234,204.276,248.1919,3.6523,3.5049,3.3769,3.1912,3.1666,3.2788,119.3036,194.7731,5.9474,2.8989,3.0485,84.6444,85.7238,2.5001,56.8295,216.6783,25489001.7974,337135400.0
