ticker,company,sector_gics,sector_icb,stock_index,country
BKH,Black Hills Corporation,Utilities,Utilities,,United States
PNM,"PNM Resources, Inc.",Utilities,Utilities,,United States
NWE,NorthWestern Corporation,Utilities,Utilities,,United States
CWEN,"Clearway Energy, Inc.",Utilities,Utilities,,United States
CWEN-A,"Clearway Energy, Inc.",Utilities,Utilities,,United States
ORA,"Ormat Technologies, Inc.",Utilities,Utilities,,United States
SJI,"South Jersey Industries, Inc.",Utilities,Utilities,,United States
APU,"AmeriGas Partners, L.P.",Utilities,Utilities,,United States
AVA,Avista Corporation,Utilities,Utilities,,United States
TGS,Transportadora de Gas del Sur S.A.,Utilities,Utilities,,Argentina
ELP,Companhia Paranaense de Energia - COPEL,Utilities,Utilities,,Brazil
CZZ,Cosan Limited,Utilities,Utilities,,Brazil
AWR,American States Water Company,Utilities,Utilities,,United States
PAM,Pampa Energía S.A.,Utilities,Utilities,,Argentina
TERP,"TerraForm Power, Inc.",Utilities,Utilities,,United States
NEP,"NextEra Energy Partners, LP",Utilities,Utilities,,United States
CWT,California Water Service Group,Utilities,Utilities,,United States
MGEE,"MGE Energy, Inc.",Utilities,Utilities,,United States
EE,El Paso Electric Company,Utilities,Utilities,,United States
PEGI,Pattern Energy Group Inc.,Utilities,Utilities,,United States
OTTR,Otter Tail Corporation,Utilities,Utilities,,United States
AY,Atlantica Yield plc,Utilities,Utilities,,Kingdom
NWN,Northwest Natural Holding Company,Utilities,Utilities,,United States
SJW,SJW Group,Utilities,Utilities,,United States
CEPU,Central Puerto S.A.,Utilities,Utilities,,Argentina
TAC,TransAlta Corporation,Utilities,Utilities,,Canada
CPK,Chesapeake Utilities Corporation,Utilities,Utilities,,United States
SPH,"Suburban Propane Partners, L.P.",Utilities,Utilities,,United States
BE,Bloom Energy Corporation,Utilities,Utilities,,United States
EDN,Empresa Distribuidora y Comercializadora Norte Sociedad Anónima,Utilities,Utilities,,Argentina
KEN,Kenon Holdings Ltd.,Utilities,Utilities,,Singapore
MSEX,Middlesex Water Company,Utilities,Utilities,,United States
CTWS,"Connecticut Water Service, Inc.",Utilities,Utilities,,United States
ALP-PQ,Alabama Power Company,Utilities,Utilities,,United States
UTL,Unitil Corporation,Utilities,Utilities,,United States
WAAS,AquaVenture Holdings Limited,Utilities,Utilities,,British Virgin Islands
JE-PA,Just Energy Group Inc.,Utilities,Utilities,,Canada
YORW,The York Water Company,Utilities,Utilities,,United States
AZRE,Azure Power Global Limited,Utilities,Utilities,,India
IPLDP,Interstate Power and Light Company,Utilities,Utilities,,United States
ARTNA,Artesian Resources Corporation,Utilities,Utilities,,United States
SPKEP,"Spark Energy, Inc.",Utilities,Utilities,,United States
SPKE,"Spark Energy, Inc.",Utilities,Utilities,,United States
CWCO,Consolidated Water Co. Ltd.,Utilities,Utilities,,Cayman Islands
TVC,Tennessee Valley Authority PARRS D 2028,Utilities,Utilities,,nan
HE-PU,HECO Capital Trust III QUIPS 6.5% 04,Utilities,Utilities,,nan
NMK-PB,Niagara Mohawk Power Corporation PFD 3.60%,Utilities,Utilities,,nan
MOG-A,Moog Inc. Class A,Industrials,Industrials,,United States
BHP,BHP Group,,Basic materials,,Australia
DWDP,DowDuPont Inc.,,Basic materials,Dow Jones Industrial Average,United States
BBL,BHP Group,,Basic materials,,Australia
LIN,Linde plc,,Basic materials,,Kingdom
DD-PB,E. I. du Pont de Nemours and Company,,Basic materials,,United States
RIO,Rio Tinto plc,,Basic materials,,Kingdom
VALE,Vale S.A.,,Basic materials,,Brazil
DD-PA,E. I. du Pont de Nemours and Company,,Basic materials,,United States
ECL,Ecolab Inc.,,Basic materials,,United States
SHW,The Sherwin-Williams Company,,Basic materials,,United States
APD,"Air Products and Chemicals, Inc.",,Basic materials,,United States
LYB,LyondellBasell Industries N.V.,,Basic materials,,Kingdom
NTR,Nutrien Ltd.,,Basic materials,,Canada
SCCO,Southern Copper Corporation,,Basic materials,,United States
PPG,"PPG Industries, Inc.",,Basic materials,,United States
CRH,CRH plc,,Basic materials,,Ireland
MT,ArcelorMittal,,Basic materials,,Luxembourg
WY,Weyerhaeuser Company,,Basic materials,,United States
PKX,POSCO,,Basic materials,,Korea
NUE,Nucor Corporation,,Basic materials,,United States
NEM,Newmont Mining Corporation,,Basic materials,,United States
FCX,Freeport-McMoRan Inc.,,Basic materials,,United States
IFF,International Flavors &amp; Fragrances Inc.,,Basic materials,,United States
SUZ,Suzano Papel e Celulose S.A.,,Basic materials,,Brazil
FNV,Franco-Nevada Corporation,,Basic materials,,Canada
VMC,Vulcan Materials Company,,Basic materials,,United States
TECK,Teck Resources Limited,,Basic materials,,Canada
CE,Celanese Corporation,,Basic materials,,United States
MOS,The Mosaic Company,,Basic materials,,United States
SQM,Sociedad Química y Minera de Chile S.A.,,Basic materials,,Chile
EMN,Eastman Chemical Company,,Basic materials,,United States
MLM,"Martin Marietta Materials, Inc.",,Basic materials,,United States
FMC,FMC Corporation,,Basic materials,,United States
BAK,Braskem S.A.,,Basic materials,,Brazil
VEDL,Vedanta Limited,,Basic materials,,India
MAS,Masco Corporation,,Basic materials,,United States
CF,"CF Industries Holdings, Inc.",,Basic materials,,United States
WLK,Westlake Chemical Corporation,,Basic materials,,United States
AEM,Agnico Eagle Mines Limited,,Basic materials,,Canada
GG,Goldcorp Inc.,,Basic materials,,Canada
WPM,Wheaton Precious Metals Corp.,,Basic materials,,Canada
CX,"CEMEX, S.A.B. de C.V.",,Basic materials,,Mexico
ALB,Albemarle Corporation,,Basic materials,,United States
STLD,"Steel Dynamics, Inc.",,Basic materials,,United States
RPM,RPM International Inc.,,Basic materials,,United States
ICL,Israel Chemicals Ltd.,,Basic materials,,Israel
ACH,Aluminum Corporation of China Limited,,Basic materials,,China
AXTA,Axalta Coating Systems Ltd.,,Basic materials,,United States
CC,The Chemours Company,,Basic materials,,United States
KL,Kirkland Lake Gold Ltd.,,Basic materials,,Canada
USG,USG Corporation,,Basic materials,,United States
TX,Ternium S.A.,,Basic materials,,Luxembourg
RS,Reliance Steel &amp; Aluminum Co.,,Basic materials,,United States
AU,AngloGold Ashanti Limited,,Basic materials,,Africa
RGLD,"Royal Gold, Inc.",,Basic materials,,United States
AA,Alcoa Corporation,,Basic materials,,United States
OC,Owens Corning,,Basic materials,,United States
HUN,Huntsman Corporation,,Basic materials,,United States
MDU,"MDU Resources Group, Inc.",,Basic materials,,United States
ASH,Ashland Global Holdings Inc.,,Basic materials,,United States
GRA,W. R. Grace &amp; Co.,,Basic materials,,United States
CCJ,Cameco Corporation,,Basic materials,,Canada
JHX,James Hardie Industries plc,,Basic materials,,Ireland
NEU,NewMarket Corporation,,Basic materials,,United States
MEOH,Methanex Corporation,,Basic materials,,Canada
BTU,Peabody Energy Corporation,,Basic materials,,United States
TREX,"Trex Company, Inc.",,Basic materials,,United States
BVN,Compañía de Minas Buenaventura S.A.A.,,Basic materials,,Peru
OLN,Olin Corporation,,Basic materials,,United States
RYN,Rayonier Inc.,,Basic materials,,United States
NGVT,Ingevity Corporation,,Basic materials,,United States
SMG,The Scotts Miracle-Gro Company,,Basic materials,,United States
X,United States Steel Corporatio,,Basic materials,,United States
VSM,"Versum Materials, Inc.",,Basic materials,,United States
LPX,Louisiana-Pacific Corporation,,Basic materials,,United States
AWI,"Armstrong World Industries, Inc.",,Basic materials,,United States
PAH,Platform Specialty Products Corporation,,Basic materials,,United States
EXP,Eagle Materials Inc.,,Basic materials,,United States
UNVR,Univar Inc.,,Basic materials,,United States
UFS,Domtar Corporation,,Basic materials,,United States
CBT,Cabot Corporation,,Basic materials,,United States
CLF,Cleveland-Cliffs Inc.,,Basic materials,,United States
BCPC,Balchem Corporation,,Basic materials,,United States
SXT,Sensient Technologies Corporation,,Basic materials,,United States
KWR,Quaker Chemical Corporation,,Basic materials,,United States
POL,PolyOne Corporation,,Basic materials,,United States
ARLP,"Alliance Resource Partners, L.P.",,Basic materials,,United States
BECN,"Beacon Roofing Supply, Inc.",,Basic materials,,United States
WDFC,WD-40 Company,,Basic materials,,United States
OSB,Norbord Inc.,,Basic materials,,Canada
FUL,H.B. Fuller Company,,Basic materials,,United States
WOR,"Worthington Industries, Inc.",,Basic materials,,United States
PAAS,Pan American Silver Corp.,,Basic materials,,Canada
PQG,PQ Group Holdings Inc.,,Basic materials,,United States
CMC,Commercial Metals Company,,Basic materials,,United States
MTX,Minerals Technologies Inc.,,Basic materials,,United States
SCL,Stepan Company,,Basic materials,,United States
AAON,"AAON, Inc.",,Basic materials,,United States
LTHM,Livent Corporation,,Basic materials,,United States
UFPI,"Universal Forest Products, Inc.",,Basic materials,,United States
GCP,GCP Applied Technologies Inc.,,Basic materials,,United States
HSC,Harsco Corporation,,Basic materials,,United States
JELD,"JELD-WEN Holding, Inc.",,Basic materials,,United States
BLD,TopBuild Corp.,,Basic materials,,United States
CMP,"Compass Minerals International, Inc.",,Basic materials,,United States
SUM,"Summit Materials, Inc.",,Basic materials,,United States
IOSP,Innospec Inc.,,Basic materials,,United States
ARCH,"Arch Coal, Inc.",,Basic materials,,United States
OEC,"Orion Engineered Carbons, S.A.",,Basic materials,,Luxembourg
KALU,Kaiser Aluminum Corporation,,Basic materials,,United States
KRO,"Kronos Worldwide, Inc.",,Basic materials,,United States
SSRM,SSR Mining Inc.,,Basic materials,,Canada
HBM,Hudbay Minerals Inc.,,Basic materials,,Canada
BLDR,"Builders FirstSource, Inc.",,Basic materials,,United States
LOMA,Loma Negra Compañía Industrial Argentina Sociedad Anónima,,Basic materials,,Argentina
DOOR,Masonite International Corporation,,Basic materials,,United States
HCC,"Warrior Met Coal, Inc.",,Basic materials,,United States
OR,Osisko Gold Royalties Ltd,,Basic materials,,Canada
FOE,Ferro Corporation,,Basic materials,,United States
PVG,Pretium Resources Inc.,,Basic materials,,Canada
NEXA,Nexa Resources S.A.,,Basic materials,,Luxembourg
IBP,"Installed Building Products, Inc.",,Basic materials,,United States
NP,"Neenah, Inc.",,Basic materials,,United States
BMCH,"BMC Stock Holdings, Inc.",,Basic materials,,United States
ROCK,"Gibraltar Industries, Inc.",,Basic materials,,United States
CSTM,Constellium N.V.,,Basic materials,,Netherland
TROX,Tronox Limited,,Basic materials,,United States
AG,First Majestic Silver Corp.,,Basic materials,,Canada
SLCA,"U.S. Silica Holdings, Inc.",,Basic materials,,United States
CPAC,Cementos Pacasmayo S.A.A.,,Basic materials,,Peru
BCC,Boise Cascade Company,,Basic materials,,United States
SWM,"Schweitzer-Mauduit International, Inc.",,Basic materials,,United States
CEIX,CONSOL Energy Inc.,,Basic materials,,United States
MTRN,Materion Corporation,,Basic materials,,United States
PGTI,"PGT Innovations, Inc.",,Basic materials,,United States
MERC,Mercer International Inc.,,Basic materials,,Canada
CBPX,"Continental Building Products, Inc.",,Basic materials,,United States
APOG,"Apogee Enterprises, Inc.",,Basic materials,,United States
ASIX,AdvanSix Inc.,,Basic materials,,United States
VRS,Verso Corporation,,Basic materials,,United States
KRA,Kraton Corporation,,Basic materials,,United States
RFP,Resolute Forest Products Inc.,,Basic materials,,Canada
SA,Seabridge Gold Inc.,,Basic materials,,Canada
GMS,GMS Inc.,,Basic materials,,United States
CENX,Century Aluminum Company,,Basic materials,,United States
EVA,"Enviva Partners, LP",,Basic materials,,United States
FF,FutureFuel Corp.,,Basic materials,,United States
WLKP,Westlake Chemical Partners LP,,Basic materials,,United States
RYAM,Rayonier Advanced Materials Inc.,,Basic materials,,United States
SXC,"SunCoke Energy, Inc.",,Basic materials,,United States
RYAM-PA,Rayonier Advanced Materials Inc.,,Basic materials,,United States
CVIA,Covia Holdings Corporation,,Basic materials,,United States
CTRA,"Contura Energy, Inc.",,Basic materials,,United States
GFF,Griffon Corporation,,Basic materials,,United States
SCHN,"Schnitzer Steel Industries, Inc.",,Basic materials,,United States
SXCP,"SunCoke Energy Partners, L.P.",,Basic materials,,United States
GPRE,Green Plains Inc.,,Basic materials,,United States
IPHS,"Innophos Holdings, Inc.",,Basic materials,,United States
CLW,Clearwater Paper Corporation,,Basic materials,,United States
GLT,P. H. Glatfelter Company,,Basic materials,,United States
TMST,TimkenSteel Corporation,,Basic materials,,United States
AVD,American Vanguard Corporation,,Basic materials,,United States
CSTE,Caesarstone Ltd.,,Basic materials,,Israel
NX,Quanex Building Products Corporation,,Basic materials,,United States
CCR,CONSOL Coal Resources LP,,Basic materials,,United States
CINR,Ciner Resources LP,,Basic materials,,United States
KOP,Koppers Holdings Inc.,,Basic materials,,United States
REX,REX American Resources Corporation,,Basic materials,,United States
NRP,Natural Resource Partners L.P.,,Basic materials,,United States
HWKN,"Hawkins, Inc.",,Basic materials,,United States
USLM,"United States Lime &amp; Minerals, Inc.",,Basic materials,,United States
OMN,OMNOVA Solutions Inc.,,Basic materials,,United States
AFI,"Armstrong Flooring, Inc.",,Basic materials,,United States
BXC,BlueLinx Holdings Inc.,,Basic materials,,United States
NC,"NACCO Industries, Inc.",,Basic materials,,United States
METC,"Ramaco Resources, Inc.",,Basic materials,,United States
TREC,Trecora Resources,,Basic materials,,United States
ODC,Oil-Dri Corporation of America,,Basic materials,,United States
LXU,"LSB Industries, Inc.",,Basic materials,,United States
ZEUS,"Olympic Steel, Inc.",,Basic materials,,United States
USAP,"Universal Stainless &amp; Alloy Products, Inc.",,Basic materials,,United States
IFFT,International Flavors &amp; Fragran,,Basic materials,,nan
PBR-A,Petróleo Brasileiro S.A. - Petrobras,,Basic materials,,Brazil
OSLE,Oaktree Specialty Lending Corpo,Industrials,Industrials,,nan
BF-B,Brown-Forman Corporation,Consumer staples,Consumer goods,,United States
AKO-B,Embotelladora Andina S.A.,Consumer staples,Consumer goods,,Chile
MSFT,Microsoft Corporation,Information technology,Technology,Dow Jones Industrial Average,United States
GOOGL,Alphabet Inc.,Information technology,Technology,,United States
GOOG,Alphabet Inc.,Information technology,Technology,,United States
AAPL,Apple Inc.,Information technology,Technology,Dow Jones Industrial Average,United States
AAPL,Apple Inc.,Information technology,Technology,NASDAQ 100,United States
FB,"Facebook, Inc.",Information technology,Technology,,United States
INTC,Intel Corporation,Information technology,Technology,Dow Jones Industrial Average,United States
CSCO,"Cisco Systems, Inc.",Information technology,Technology,Dow Jones Industrial Average,United States
TSM,Taiwan Semiconductor Manufacturing Company Limited,Information technology,Technology,,Taiwan
ORCL,Oracle Corporation,Information technology,Technology,,United States
SAP,SAP SE,Information technology,Technology,,Germany
IBM,International Business Machines Corporation,Information technology,Technology,Dow Jones Industrial Average,United States
ADBE,Adobe Inc.,Information technology,Technology,,United States
CRM,"salesforce.com, inc.",Information technology,Technology,,United States
AVGO,Broadcom Inc.,Information technology,Technology,,United States
TXN,Texas Instruments Incorporated,Information technology,Technology,,United States
ACN,Accenture plc,Information technology,Technology,,Ireland
ACN,Accenture plc,,Industrials,,Ireland
NVDA,NVIDIA Corporation,Information technology,Technology,,United States
ASML,ASML Holding N.V.,Information technology,Technology,,Netherland
QCOM,QUALCOMM Incorporated,Information technology,Technology,,United States
SNE,Sony Corporation,Information technology,Technology,,Japan
VMW,"VMware, Inc.",Information technology,Technology,,United States
BIDU,"Baidu, Inc.",Information technology,Technology,NASDAQ 100,China
INTU,Intuit Inc.,Information technology,Technology,NASDAQ 100,United States
INFY,Infosys Limited,Information technology,Technology,,India
MU,"Micron Technology, Inc.",Information technology,Technology,,United States
CTSH,Cognizant Technology Solutions Corporation,Information technology,Technology,,United States
WDAY,"Workday, Inc.",Information technology,Technology,,United States
AMAT,"Applied Materials, Inc.",Information technology,Technology,NASDAQ 100,United States
ATVI,"Activision Blizzard, Inc.",Information technology,Technology,NASDAQ 100,United States
NOK,Nokia Corporation,Information technology,Technology,,Finland
ADI,"Analog Devices, Inc.",Information technology,Technology,,United States
HPQ,HP Inc.,Information technology,Technology,,United States
NOW,"ServiceNow, Inc.",Information technology,Technology,,United States
DELL,Dell Technologies Inc.,Information technology,Technology,,United States
NTES,"NetEase, Inc.",Information technology,Technology,,China
SQ,"Square, Inc.",Information technology,Technology,,United States
RHT,"Red Hat, Inc.",Information technology,Technology,,United States
ADSK,"Autodesk, Inc.",Information technology,Technology,,United States
ERIC,Telefonaktiebolaget LM Ericsson (publ),Information technology,Technology,,Sweden
EA,Electronic Arts Inc.,Information technology,Technology,,United States
TEL,TE Connectivity Ltd.,Information technology,Technology,,Switzerland
XLNX,"Xilinx, Inc.",Information technology,Technology,,United States
APH,Amphenol Corporation,Information technology,Technology,,United States
TME,Tencent Music Entertainment Group,Information technology,Technology,,China
NXPI,NXP Semiconductors N.V.,Information technology,Technology,,Netherland
LRCX,Lam Research Corporation,Information technology,Technology,,United States
TWTR,"Twitter, Inc.",Information technology,Technology,,United States
GLW,Corning Incorporated,Information technology,Technology,,United States
SPOT,Spotify Technology S.A.,Information technology,Technology,,Luxembourg
FTV,Fortive Corporation,Information technology,Technology,,United States
FTV-PA,Fortive Corporation,Information technology,Technology,,United States
TEAM,Atlassian Corporation Plc,Information technology,Technology,,Kingdom
WIT,Wipro Limited,Information technology,Technology,,India
AMD,"Advanced Micro Devices, Inc.",Information technology,Technology,,United States
HPE,Hewlett Packard Enterprise Company,Information technology,Technology,,United States
VRSN,"VeriSign, Inc.",Information technology,Technology,NASDAQ 100,United States
PANW,"Palo Alto Networks, Inc.",Information technology,Technology,,United States
MSI,"Motorola Solutions, Inc.",Information technology,Technology,,United States
MCHP,Microchip Technology Incorporated,Information technology,Technology,NASDAQ 100,United States
CERN,Cerner Corporation,Information technology,Technology,NASDAQ 100,United States
GIB,CGI Group Inc.,Information technology,Technology,,Canada
SPLK,Splunk Inc.,Information technology,Technology,,United States
SHOP,Shopify Inc.,Information technology,Technology,,Canada
DXC,DXC Technology Company,Information technology,Technology,,United States
IAC,IAC/InterActiveCorp,Information technology,Technology,,United States
HRS,Harris Corporation,Information technology,Technology,,United States
ANET,"Arista Networks, Inc.",Information technology,Technology,,United States
CHKP,Check Point Software Technologies Ltd.,Information technology,Technology,,Israel
NTAP,"NetApp, Inc.",Information technology,Technology,,United States
VEEV,Veeva Systems Inc.,Information technology,Technology,,United States
KLAC,KLA-Tencor Corporation,Information technology,Technology,,United States
MXIM,"Maxim Integrated Products, Inc.",Information technology,Technology,NASDAQ 100,United States
STM,STMicroelectronics N.V.,Information technology,Technology,,Switzerland
MTCH,"Match Group, Inc.",Information technology,Technology,,United States
IQ,"iQIYI, Inc.",Information technology,Technology,,China
SNPS,"Synopsys, Inc.",Information technology,Technology,,United States
CTXS,"Citrix Systems, Inc.",Information technology,Technology,NASDAQ 100,United States
ANSS,"ANSYS, Inc.",Information technology,Technology,,United States
KEYS,"Keysight Technologies, Inc.",Information technology,Technology,,United States
CDNS,"Cadence Design Systems, Inc.",Information technology,Technology,,United States
SYMC,Symantec Corporation,Information technology,Technology,,United States
GRMN,Garmin Ltd.,Information technology,Technology,,Switzerland
SWKS,"Skyworks Solutions, Inc.",Information technology,Technology,,United States
WB,Weibo Corporation,Information technology,Technology,,China
SSNC,"SS&amp;C Technologies Holdings, Inc.",Information technology,Technology,,United States
FTNT,"Fortinet, Inc.",Information technology,Technology,,United States
WDC,Western Digital Corporation,Information technology,Technology,NASDAQ 100,United States
STX,Seagate Technology plc,Information technology,Technology,,Ireland
CDW,CDW Corporation,Information technology,Technology,,United States
MRVL,Marvell Technology Group Ltd.,Information technology,Technology,,Bermuda
IT,"Gartner, Inc.",Information technology,Technology,,United States
TTWO,"Take-Two Interactive Software, Inc.",Information technology,Technology,,United States
GDDY,GoDaddy Inc.,Information technology,Technology,,United States
DATA,"Tableau Software, Inc.",Information technology,Technology,,United States
AKAM,"Akamai Technologies, Inc.",Information technology,Technology,,United States
YNDX,Yandex N.V.,Information technology,Technology,,Netherland
TWLO,Twilio Inc.,Information technology,Technology,,United States
JNPR,"Juniper Networks, Inc.",Information technology,Technology,,United States
DBX,"Dropbox, Inc.",Information technology,Technology,,United States
PTC,PTC Inc.,Information technology,Technology,,United States
FFIV,"F5 Networks, Inc.",Information technology,Technology,,United States
OTEX,Open Text Corporation,Information technology,Technology,,Canada
TRMB,Trimble Inc.,Information technology,Technology,,United States
NTNX,"Nutanix, Inc.",Information technology,Technology,,United States
WUBA,58.com Inc.,Information technology,Technology,,China
ATHM,Autohome Inc.,Information technology,Technology,,China
OKTA,"Okta, Inc.",Information technology,Technology,,United States
LDOS,"Leidos Holdings, Inc.",Information technology,Technology,,United States
LN,LINE Corporation,Information technology,Technology,,Japan
ULTI,"The Ultimate Software Group, Inc.",Information technology,Technology,,United States
ON,ON Semiconductor Corporation,Information technology,Technology,,United States
PAYC,"Paycom Software, Inc.",Information technology,Technology,,United States
MFGP,Micro Focus International plc,Information technology,Technology,,Kingdom
ANGI,ANGI Homeservices Inc.,Information technology,Technology,,United States
QRVO,"Qorvo, Inc.",Information technology,Technology,,United States
TDY,Teledyne Technologies Incorporated,Information technology,Technology,,United States
SNAP,Snap Inc.,Information technology,Technology,,United States
DOCU,"DocuSign, Inc.",Information technology,Technology,,United States
DOX,Amdocs Limited,Information technology,Technology,,United States
ST,Sensata Technologies Holding PLC,Information technology,Technology,,Kingdom
UBNT,"Ubiquiti Networks, Inc.",Information technology,Technology,,United States
PAGS,PagSeguro Digital Ltd.,Information technology,Technology,,Brazil
CGNX,Cognex Corporation,Information technology,Technology,,United States
EPAM,"EPAM Systems, Inc.",Information technology,Technology,,United States
TYL,"Tyler Technologies, Inc.",Information technology,Technology,,United States
GRUB,GrubHub Inc.,Information technology,Technology,,United States
RNG,"RingCentral, Inc.",Information technology,Technology,,United States
IPGP,IPG Photonics Corporation,Information technology,Technology,,United States
BKI,"Black Knight, Inc.",Information technology,Technology,,United States
AZPN,"Aspen Technology, Inc.",Information technology,Technology,,United States
GWRE,"Guidewire Software, Inc.",Information technology,Technology,,United States
ZEN,"Zendesk, Inc.",Information technology,Technology,,United States
CDK,"CDK Global, Inc.",Information technology,Technology,,United States
NICE,NICE Ltd.,Information technology,Technology,,Israel
ARW,"Arrow Electronics, Inc.",Information technology,Technology,,United States
FLIR,"FLIR Systems, Inc.",Information technology,Technology,,United States
STNE,StoneCo Ltd.,Information technology,Technology,,Brazil
LPL,"LG Display Co., Ltd.",Information technology,Technology,,Korea
TER,"Teradyne, Inc.",Information technology,Technology,,United States
MOMO,Momo Inc.,Information technology,Technology,,China
ZAYO,"Zayo Group Holdings, Inc.",Information technology,Technology,,United States
SABR,Sabre Corporation,Information technology,Technology,,United States
FICO,Fair Isaac Corporation,Information technology,Technology,,United States
CIEN,Ciena Corporation,Information technology,Technology,,United States
IDTI,"Integrated Device Technology, Inc.",Information technology,Technology,,United States
LOGI,Logitech International S.A.,Information technology,Technology,,Switzerland
HUBS,"HubSpot, Inc.",Information technology,Technology,,United States
NATI,National Instruments Corporation,Information technology,Technology,,United States
HUBB,Hubbell Incorporated,Information technology,Technology,,United States
XRX,Xerox Corporation,Information technology,Technology,,United States
ESTC,Elastic N.V.,Information technology,Technology,,United States
ATHN,"athenahealth, Inc.",Information technology,Technology,,United States
ZS,"Zscaler, Inc.",Information technology,Technology,,United States
MPWR,"Monolithic Power Systems, Inc.",Information technology,Technology,,United States
NEWR,"New Relic, Inc.",Information technology,Technology,,United States
CDAY,Ceridian HCM Holding Inc.,Information technology,Technology,,United States
ARRS,ARRIS International plc,Information technology,Technology,,United States
SWI,SolarWinds Corporation,Information technology,Technology,,United States
PINC,"Premier, Inc.",Information technology,Technology,,United States
TDC,Teradata Corporation,Information technology,Technology,,United States
FSLR,"First Solar, Inc.",Information technology,Technology,,United States
WIX,Wix.com Ltd.,Information technology,Technology,,Israel
WSO,"Watsco, Inc.",Information technology,Technology,,United States
CREE,"Cree, Inc.",Information technology,Technology,,United States
CY,Cypress Semiconductor Corporation,Information technology,Technology,,United States
RP,"RealPage, Inc.",Information technology,Technology,,United States
BILI,Bilibili Inc.,Information technology,Technology,,China
OLED,Universal Display Corporation,Information technology,Technology,,United States
COUP,Coupa Software Incorporated,Information technology,Technology,,United States
AYI,"Acuity Brands, Inc.",Information technology,Technology,,United States
LFUS,"Littelfuse, Inc.",Information technology,Technology,,United States
YY,YY Inc.,Information technology,Technology,,China
AVT,"Avnet, Inc.",Information technology,Technology,,United States
PVTL,"Pivotal Software, Inc.",Information technology,Technology,,United States
GDI,"Gardner Denver Holdings, Inc.",Information technology,Technology,,United States
LOGM,"LogMeIn, Inc.",Information technology,Technology,,United States
FLEX,Flex Ltd.,Information technology,Technology,,Singapore
SE,Sea Limited,Information technology,Technology,,Singapore
CARG,"CarGurus, Inc.",Information technology,Technology,,United States
MLNX,"Mellanox Technologies, Ltd.",Information technology,Technology,,United States
ENTG,"Entegris, Inc.",Information technology,Technology,,United States
NVT,nVent Electric plc,Information technology,Technology,,Kingdom
NUAN,"Nuance Communications, Inc.",Information technology,Technology,,United States
TDOC,"Teladoc Health, Inc.",Information technology,Technology,,United States
PEGA,Pegasystems Inc.,Information technology,Technology,,United States
BB,BlackBerry Limited,Information technology,Technology,,Canada
PSTG,"Pure Storage, Inc.",Information technology,Technology,,United States
MKSI,"MKS Instruments, Inc.",Information technology,Technology,,United States
AYX,"Alteryx, Inc.",Information technology,Technology,,United States
INXN,InterXion Holding N.V.,Information technology,Technology,,Netherland
SINA,SINA Corporation,Information technology,Technology,,China
MDSO,"Medidata Solutions, Inc.",Information technology,Technology,,United States
HQY,"HealthEquity, Inc.",Information technology,Technology,,United States
PS,"Pluralsight, Inc.",Information technology,Technology,,United States
JBL,Jabil Inc.,Information technology,Technology,,United States
SAIC,Science Applications International Corporation,Information technology,Technology,,United States
CACI,CACI International Inc,Information technology,Technology,,United States
SLAB,Silicon Laboratories Inc.,Information technology,Technology,NASDAQ Composite,United States
PLAN,"Anaplan, Inc.",Information technology,Technology,,United States
SATS,EchoStar Corporation,Information technology,Technology,,United States
COMM,"CommScope Holding Company, Inc.",Information technology,Technology,,United States
VSAT,"Viasat, Inc.",Information technology,Technology,,United States
ENS,EnerSys,Information technology,Technology,,United States
JCOM,"j2 Global, Inc.",Information technology,Technology,,United States
PCTY,Paylocity Holding Corporation,Information technology,Technology,,United States
LITE,Lumentum Holdings Inc.,Information technology,Technology,,United States
TECD,Tech Data Corporation,Information technology,Technology,,United States
FEYE,"FireEye, Inc.",Information technology,Technology,NASDAQ Composite,United States
ACIW,"ACI Worldwide, Inc.",Information technology,Technology,,United States
BLKB,"Blackbaud, Inc.",Information technology,Technology,,United States
PRSP,Perspecta Inc.,Information technology,Technology,,United States
SMTC,Semtech Corporation,Information technology,Technology,,United States
CSOD,"Cornerstone OnDemand, Inc.",Information technology,Technology,,United States
TWOU,"2U, Inc.",Information technology,Technology,,United States
QLYS,"Qualys, Inc.",Information technology,Technology,,United States
STMP,Stamps.com Inc.,Information technology,Technology,,United States
MANH,"Manhattan Associates, Inc.",Information technology,Technology,,United States
NCR,NCR Corporation,Information technology,Technology,,United States
VRNT,Verint Systems Inc.,Information technology,Technology,,United States
YELP,Yelp Inc.,Information technology,Technology,,United States
COHR,"Coherent, Inc.",Information technology,Technology,,United States
ALRM,"Alarm.com Holdings, Inc.",Information technology,Technology,,United States
ENR,"Energizer Holdings, Inc.",Information technology,Technology,,United States
AVX,AVX Corporation,Information technology,Technology,,United States
SMAR,Smartsheet Inc.,Information technology,Technology,,United States
RAMP,"LiveRamp Holdings, Inc.",Information technology,Technology,,United States
CVLT,"Commvault Systems, Inc.",Information technology,Technology,,United States
ORBK,Orbotech Ltd.,Information technology,Technology,,Israel
BOX,"Box, Inc.",Information technology,Technology,,United States
CYBR,CyberArk Software Ltd.,Information technology,Technology,,Israel
CCMP,Cabot Microelectronics Corporation,Information technology,Technology,,United States
VSH,"Vishay Intertechnology, Inc.",Information technology,Technology,,United States
AVLR,"Avalara, Inc.",Information technology,Technology,,United States
