date,close,volume,ticker,SMA 3,SMA 5,SMA 7,SMA 14,SMA 21,SMA 42,WMA 3,WMA 5,WMA 7,WMA 14,WMA 21,WMA 42,DEMA 3,DEMA 5,DEMA 7,DEMA 14,DEMA 21,DEMA 42,KAMA 3,KAMA 5,KAMA 7,KAMA 14,KAMA 21,KAMA 42,RSI 3,RSI 5,RSI 7,RSI 14,RSI 21,RSI 42,ADX 3,ADX 5,ADX 7,ADX 14,ADX 21,ADX 42,MOM 3,MOM 5,MOM 7,MOM 14,MOM 21,MOM 42,CCI 3,CCI 5,CCI 7,CCI 14,CCI 21,CCI 42,BOP 3,BOP 5,BOP 7,BOP 14,BOP 21,BOP 42,CMO 3,CMO 5,CMO 7,CMO 14,CMO 21,CMO 42,ROCR 3,ROCR 5,ROCR 7,ROCR 14,ROCR 21,ROCR 42,Aroon Up 3,Aroon Down 3,Aroon Up 5,Aroon Down 5,Aroon Up 7,Aroon Down 7,Aroon Down 14,Aroon Up 14,Aroon Up 21,Aroon Down 21,Aroon Up 42,Aroon Down 42,DX 3,DX 5,DX 7,DX 14,DX 21,DX 42,MINUS_DI 3,MINUS_DI 5,MINUS_DI 7,MINUS_DI 14,MINUS_DI 21,MINUS_DI 42,PLUS_DI 3,PLUS_DI 5,PLUS_DI 7,PLUS_DI 14,PLUS_DI 21,PLUS_DI 42,MINUS_DM 3,MINUS_DM 5,MINUS_DM 7,MINUS_DM 14,MINUS_DM 21,MINUS_DM 42,PLUS_DM 3,PLUS_DM 5,PLUS_DM 7,PLUS_DM 14,PLUS_DM 21,PLUS_DM 42,Real Lower Band 3,Real Upper Band 3,Real Middle Band 3,Real Lower Band 5,Real Middle Band 5,Real Upper Band 5,Real Upper Band 7,Real Lower Band 7,Real Middle Band 7,Real Middle Band 14,Real Upper Band 14,Real Lower Band 14,Real Lower Band 21,Real Upper Band 21,Real Middle Band 21,Real Lower Band 42,Real Upper Band 42,Real Middle Band 42,NATR 3,NATR 5,NATR 7,NATR 14,NATR 21,NATR 42,MAMA,FAMA,MACD_Signal,MACD_Hist,MACD,SlowK,SlowD,PPO,ULTOSC,SAR,Chaikin A/D,OBV
2012-09-21,8.6211,410408.0,AZM.MI,8.6653,8.7196,8.7104,8.4783,8.2626,7.8272,8.6495,8.6823,8.7036,8.6092,8.4671,8.1286,8.6347,8.6907,8.741,8.7879,8.7359,8.4815,8.6535,8.6376,8.6501,8.5839,8.4997,7.9747,34.3299,53.5434,61.0024,66.3532,65.039,60.5413,44.9151,42.7708,49.1908,33.3094,21.9704,12.5286,-0.1232,-0.2747,0.1421,0.5495,0.9474,1.9895,-44.304,-79.1944,-38.2175,49.712,75.9034,122.5458,-0.2858,-0.2858,-0.2858,-0.2858,-0.2858,-0.2858,-31.3402,7.0867,22.0049,32.7065,30.078,21.0826,0.9859,0.9691,1.0168,1.0681,1.1235,1.3,33.3333,66.6667,20.0,80.0,42.8571,0.0,14.2857,71.4286,80.9524,0.0,90.4762,0.0,37.413,0.2355,15.9909,29.2411,27.5643,20.5447,29.6936,22.6558,18.8695,15.1805,15.2362,16.4848,13.5244,22.5493,26.053,27.7272,26.832,25.0097,0.1747,0.2413,0.2873,0.4716,0.725,1.6503,0.0795,0.2401,0.3967,0.8614,1.2769,2.5038,8.5874,8.7431,8.6653,8.5568,8.7196,8.8824,8.9739,8.4469,8.7104,8.4783,9.0494,7.9072,7.4784,9.0469,8.2626,6.711,8.9434,7.8272,2.2742,2.4704,2.523,2.574,2.6285,2.7649,7.1134,6.5006,0.2878,0.0113,0.2991,36.576,51.0905,4.9627,60.293,8.9951,4176236.8772,48797629.0
2012-09-24,8.6211,506558.0,AZM.MI,8.6337,8.6722,8.7307,8.5223,8.3062,7.8732,8.6274,8.6495,8.6813,8.6283,8.4997,8.1655,8.6184,8.6581,8.7079,8.7819,8.7499,8.5157,8.6391,8.6303,8.649,8.5883,8.5157,8.0413,34.3299,53.5434,61.0024,66.3532,65.039,60.5413,48.5772,37.3717,42.6569,32.5177,22.0185,12.6701,-0.0947,-0.2368,0.1421,0.6158,0.9142,1.9326,-87.5049,-64.1032,-83.8516,36.6747,67.1814,113.2071,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,-31.3402,7.0867,22.0049,32.7065,30.078,21.0826,0.9891,0.9733,1.0168,1.0769,1.1186,1.289,0.0,33.3333,0.0,60.0,28.5714,0.0,7.1429,64.2857,76.1905,0.0,88.0952,0.0,55.9015,15.7749,3.4535,22.2251,22.9813,18.469,30.2648,24.4663,20.7063,16.3545,16.0012,16.8205,8.5607,17.799,22.1876,25.7015,25.5502,24.4411,0.1875,0.2641,0.3173,0.509,0.7616,1.6821,0.053,0.1921,0.34,0.7999,1.2161,2.4442,8.598,8.6694,8.6337,8.5722,8.6722,8.7722,8.935,8.5264,8.7307,8.5223,9.0325,8.0121,7.5492,9.0632,8.3062,6.7897,8.9567,7.8732,2.3952,2.5037,2.5394,2.5785,2.6289,2.7618,7.1284,6.5037,0.2871,-0.0027,0.2844,28.4745,38.2847,4.9917,59.0393,8.9902,4155115.4406,48797629.0
2012-09-25,8.6211,266738.0,AZM.MI,8.621,8.6476,8.6914,8.57,8.3495,7.9137,8.6211,8.6324,8.6539,8.6414,8.5283,8.2003,8.615,8.6396,8.6839,8.7744,8.7604,8.547,8.6311,8.6262,8.6366,8.593,8.5296,8.0943,34.3299,53.5434,61.0024,66.3532,65.039,60.5413,54.1065,34.8147,37.1095,31.4866,21.9347,12.7786,-0.0379,-0.1232,-0.2747,0.6679,0.9095,1.7005,-100.0,-85.7159,-81.4004,16.9602,56.1768,102.612,-0.1956,-0.1956,-0.1956,-0.1956,-0.1956,-0.1956,-31.3402,7.0867,22.0049,32.7065,30.078,21.0826,0.9956,0.9859,0.9691,1.084,1.1179,1.2457,66.6667,100.0,20.0,100.0,14.2857,100.0,0.0,57.1429,71.4286,4.7619,85.7143,0.0,65.1651,24.5868,3.8251,18.0822,20.2587,17.2281,26.5705,23.4793,20.5444,16.5799,16.1648,16.8805,5.604,14.2122,19.0306,23.8994,24.3783,23.9075,0.1676,0.2539,0.3146,0.5153,0.7679,1.6847,0.0354,0.1537,0.2914,0.7427,1.1581,2.386,8.621,8.621,8.621,8.5733,8.6476,8.7218,8.8553,8.5275,8.6914,8.57,8.9718,8.1682,7.6304,9.0686,8.3495,6.8487,8.9787,7.9137,2.4393,2.5085,2.5377,2.5748,2.6241,2.7563,7.1434,6.5069,0.2836,-0.0141,0.2696,30.9163,31.9889,4.7917,55.179,8.9854,4259484.7929,48797629.0
2012-09-26,8.3416,566234.0,AZM.MI,8.5279,8.5727,8.6177,8.5838,8.3804,7.9437,8.4813,8.5304,8.5664,8.611,8.5276,8.2202,8.406,8.474,8.5442,8.6966,8.7194,8.5503,8.5024,8.4997,8.5055,8.5873,8.5177,8.108,6.0195,22.9934,35.476,52.7059,56.5014,56.921,65.1822,39.1153,36.657,29.3678,21.2001,12.7275,-0.2795,-0.3742,-0.5163,0.1942,0.649,1.26,-100.0,-166.6667,-206.9642,-76.813,3.9311,67.4986,-0.6667,-0.6667,-0.6667,-0.6667,-0.6667,-0.6667,-87.961,-54.0131,-29.048,5.4117,13.0028,13.8421,0.9676,0.9571,0.9417,1.0238,1.0844,1.1779,33.3333,100.0,0.0,100.0,0.0,100.0,0.0,50.0,66.6667,0.0,83.3333,9.5238,87.3336,56.3177,33.9421,1.8235,6.5073,10.6341,43.0888,35.0985,29.7764,21.8466,19.7076,18.5711,2.9134,9.8081,14.6852,21.0641,22.451,22.9908,0.3486,0.4399,0.5065,0.7153,0.9682,1.8814,0.0236,0.1229,0.2498,0.6897,1.103,2.3292,8.2644,8.7914,8.5279,8.3397,8.5727,8.8057,8.861,8.3744,8.6177,8.5838,8.9368,8.2309,7.7238,9.037,8.3804,6.9034,8.984,7.9437,3.2328,3.0053,2.9132,2.8036,2.8046,2.8916,7.1554,6.5101,0.2734,-0.0408,0.2326,30.3896,29.9268,4.4443,51.2532,8.9751,4070751.6759,48231395.0
2012-09-27,8.6021,552767.0,AZM.MI,8.5216,8.5614,8.5974,8.6035,8.4171,7.973,8.5184,8.5402,8.5625,8.6134,8.5477,8.2508,8.5331,8.5304,8.5669,8.6966,8.7276,8.5765,8.5031,8.5013,8.5091,8.5878,8.5241,8.1349,56.3522,53.7462,55.6568,60.8002,61.4542,59.2482,60.1492,38.7948,34.6092,27.4677,20.6352,12.7091,-0.0189,-0.0568,-0.1421,0.2747,0.7721,1.2316,26.3834,-16.6933,-50.3784,-21.7804,35.3642,85.8299,0.7843,0.7843,0.7843,0.7843,0.7843,0.7843,12.7043,7.4924,11.3137,21.6003,22.9084,18.4964,0.9978,0.9934,0.9837,1.033,1.0986,1.1671,0.0,66.6667,40.0,80.0,14.2857,85.7143,0.0,42.8571,61.9048,0.0,80.9524,7.1429,50.0833,37.5127,22.3226,2.7662,9.3376,11.9532,28.3821,27.4486,24.987,20.0075,18.5968,18.0607,9.4397,12.4729,15.8673,21.1458,22.4275,22.9646,0.2324,0.352,0.4342,0.6642,0.9221,1.8366,0.0773,0.1599,0.2757,0.702,1.1121,2.3353,8.2666,8.7766,8.5216,8.3411,8.5614,8.7816,8.8177,8.377,8.5974,8.6035,8.9264,8.2805,7.8028,9.0314,8.4171,6.9296,9.0164,7.973,3.1729,2.9812,2.8855,2.7566,2.7449,2.8147,7.1698,6.5134,0.2631,-0.0413,0.2217,44.1632,35.1564,4.259,56.5215,8.9528,4536844.2246,48784162.0
2012-09-28,8.5026,342379.0,AZM.MI,8.4821,8.5377,8.5669,8.6092,8.4501,8.0,8.5089,8.5206,8.5388,8.6,8.5555,8.2754,8.5075,8.5082,8.5384,8.6702,8.7161,8.5913,8.5031,8.5013,8.5087,8.587,8.5228,8.1521,43.124,45.1418,48.8505,56.8025,58.7713,58.0222,47.4577,35.6869,31.5918,25.9533,20.2003,12.7152,-0.1184,-0.1184,-0.2132,0.0805,0.6916,1.1321,42.021,-11.3269,-38.7479,-38.7178,25.2378,79.1916,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-13.752,-9.7165,-2.2989,13.6051,17.5425,16.0443,0.9863,0.9863,0.9755,1.0096,1.0885,1.1536,0.0,33.3333,20.0,60.0,0.0,71.4286,0.0,35.7143,57.1429,0.0,78.5714,4.7619,22.0745,23.2552,13.4872,6.2662,11.5015,12.9655,18.6644,21.4935,20.9828,18.3185,17.5411,17.558,11.9143,13.3829,15.9955,20.7678,22.1005,22.7893,0.1549,0.2816,0.3721,0.6168,0.8782,1.7929,0.0989,0.1753,0.2837,0.6992,1.1065,2.327,8.2674,8.6968,8.4821,8.3228,8.5377,8.7526,8.7717,8.3621,8.5669,8.6092,8.9218,8.2966,7.8983,9.0018,8.4501,6.9617,9.0382,8.0,3.2542,3.0814,2.9798,2.8284,2.8039,2.8594,7.1832,6.5168,0.251,-0.0482,0.2028,49.222,41.2583,3.883,56.2924,8.9312,4479779.0501,48441783.0
2012-10-01,8.6779,367594.0,AZM.MI,8.5942,8.5491,8.5696,8.6298,8.4826,8.0341,8.6068,8.5674,8.5666,8.6091,8.5762,8.307,8.6313,8.5951,8.5968,8.691,8.7353,8.6205,8.5374,8.5033,8.5098,8.5897,8.532,8.1862,64.8987,59.4412,59.1247,61.5936,61.8521,59.5334,36.8401,32.578,28.7368,24.5986,19.8071,12.726,0.3363,0.0568,0.0189,0.2889,0.6821,1.4353,100.0,67.1018,26.9827,-19.4166,36.79,83.6696,0.5714,0.5714,0.5714,0.5714,0.5714,0.5714,29.7973,18.8823,18.2494,23.1872,23.7042,19.0668,1.0403,1.0066,1.0022,1.0344,1.0853,1.1982,100.0,0.0,0.0,40.0,28.5714,57.1429,0.0,28.5714,52.381,0.0,76.1905,2.381,15.6049,20.1424,11.6069,6.9871,11.9427,13.17,12.1256,16.7297,17.5396,16.7223,16.5079,17.0477,8.852,11.1201,13.8914,19.2347,20.9857,22.2191,0.1033,0.2253,0.319,0.5727,0.8364,1.7502,0.0754,0.1497,0.2526,0.6587,1.0632,2.2811,8.4507,8.7377,8.5942,8.3128,8.5491,8.7854,8.7797,8.3596,8.5696,8.6298,8.9188,8.3409,7.9622,9.0029,8.4826,7.0034,9.0649,8.0341,3.272,3.1031,2.9938,2.819,2.7802,2.8168,7.1981,6.5202,0.2407,-0.0411,0.1996,74.6951,56.0268,3.617,60.3644,8.9102,4847373.0501,48809377.0
2012-10-02,8.7063,346043.0,AZM.MI,8.6289,8.5661,8.5818,8.6461,8.5128,8.0791,8.6629,8.6198,8.6008,8.6193,8.5966,8.3382,8.6952,8.6587,8.6471,8.7135,8.7555,8.6498,8.5498,8.5065,8.5128,8.5925,8.5416,8.246,67.8899,61.4773,60.6217,62.3236,62.3315,59.774,28.6592,27.3956,25.1449,23.5537,19.5186,12.7563,0.1042,0.0853,0.0853,0.2274,0.6347,1.89,100.0,121.5239,102.4804,18.8912,56.2545,91.0817,0.9143,0.9143,0.9143,0.9143,0.9143,0.9143,35.7798,22.9545,21.2433,24.6472,24.663,19.5481,1.0121,1.0099,1.0099,1.0268,1.0786,1.2773,100.0,66.6667,100.0,20.0,14.2857,42.8571,71.4286,21.4286,47.619,9.5238,73.8095,0.0,12.2976,6.666,3.5934,9.971,13.7495,13.9983,9.3855,14.4982,15.8535,15.8937,15.9596,16.7702,12.0176,12.6861,14.7537,19.4143,21.048,22.2295,0.0689,0.1802,0.2734,0.5318,0.7966,1.7085,0.0882,0.1577,0.2544,0.6496,1.0505,2.2647,8.4488,8.8091,8.6289,8.3009,8.5661,8.8313,8.8113,8.3523,8.5818,8.6461,8.9246,8.3675,8.0183,9.0073,8.5128,7.1013,9.057,8.0791,2.8089,2.8552,2.8298,2.7451,2.7299,2.7861,7.2132,6.5237,0.232,-0.0349,0.1971,83.0755,68.9975,2.9564,63.6254,8.8899,5153883.7839,49155420.0
2012-10-03,8.7395,315363.0,AZM.MI,8.7079,8.6457,8.5987,8.6647,8.5477,8.1171,8.7182,8.6776,8.6402,8.6318,8.6172,8.3689,8.7389,8.7107,8.6936,8.7385,8.7777,8.6795,8.6341,8.5571,8.5177,8.5964,8.5554,8.2947,72.055,64.1038,62.4904,63.2019,62.9023,60.0578,29.4473,22.6129,21.9141,22.7459,19.3092,12.8008,0.2368,0.3979,0.1184,0.2605,0.7342,1.5963,85.4919,107.9342,121.3643,41.6624,68.3921,93.6729,0.9565,0.9565,0.9565,0.9565,0.9565,0.9565,44.11,28.2075,24.9807,26.4038,25.8047,20.1155,1.0279,1.0477,1.0137,1.0307,1.0917,1.2235,100.0,33.3333,100.0,0.0,100.0,28.5714,64.2857,14.2857,42.8571,4.7619,71.4286,0.0,31.0235,3.482,2.5293,12.2445,15.1208,14.6238,7.6757,13.0665,14.7652,15.3553,15.602,16.5885,14.5803,14.0092,15.5315,19.6403,21.1608,22.2713,0.0459,0.1442,0.2343,0.4938,0.7586,1.6678,0.0872,0.1546,0.2465,0.6316,1.0289,2.2392,8.6576,8.7582,8.7079,8.4763,8.6457,8.8151,8.8534,8.344,8.5987,8.6647,8.9306,8.3988,8.1001,8.9954,8.5477,7.164,9.0703,8.1171,2.2811,2.5248,2.5944,2.6284,2.6494,2.7391,7.2284,6.5272,0.2247,-0.0292,0.1956,98.2186,85.3297,2.3477,66.2437,8.8702,5441806.2952,49470783.0
2012-10-04,8.6968,223091.0,AZM.MI,8.7142,8.6646,8.6095,8.6505,8.5832,8.1473,8.7126,8.6946,8.6647,8.6361,8.6307,8.3959,8.7179,8.7133,8.704,8.7467,8.7882,8.7028,8.636,8.5635,8.52,8.5992,8.5656,8.3253,57.6342,57.7721,58.3369,61.2253,61.6411,59.5049,33.1464,19.8701,19.6089,22.0799,19.1432,12.8518,0.019,0.0947,0.0758,-0.1989,0.7437,1.2647,56.9234,74.4469,91.7756,53.773,65.6544,89.7642,-0.7058,-0.7058,-0.7058,-0.7058,-0.7058,-0.7058,15.2684,15.5441,16.6739,22.4506,23.2821,19.0098,1.0022,1.011,1.0088,0.9776,1.0935,1.1702,100.0,0.0,100.0,40.0,100.0,14.2857,57.1429,7.1429,38.0952,0.0,69.0476,0.0,40.5446,8.8989,5.7778,13.4218,15.8235,14.9407,6.3859,11.974,13.94,14.9521,15.3353,16.4535,15.0954,14.3133,15.6497,19.5879,21.1007,22.2337,0.0306,0.1153,0.2009,0.4585,0.7225,1.6281,0.0723,0.1379,0.2255,0.6007,0.9941,2.2001,8.6777,8.7508,8.7142,8.4978,8.6646,8.8315,8.8734,8.3457,8.6095,8.6505,8.8849,8.4161,8.2195,8.9468,8.5832,7.2027,9.0918,8.1473,1.8368,2.215,2.3669,2.5187,2.5797,2.7091,7.2431,6.5308,0.2175,-0.0288,0.1887,93.4968,91.5969,1.898,63.5978,8.851,5323709.0727,49247692.0
2012-10-05,8.8863,469833.0,AZM.MI,8.7742,8.7414,8.6874,8.6525,8.6183,8.1811,8.7987,8.7685,8.7339,8.6675,8.6583,8.4303,8.8495,8.8179,8.7923,8.7991,8.8291,8.7412,8.692,8.6637,8.5976,8.6009,8.5884,8.3731,81.851,72.7346,69.0159,66.274,64.9235,61.134,48.6728,24.8855,21.2172,22.1963,19.2859,12.9709,0.18,0.3837,0.5447,0.0284,0.7389,1.4211,100.0,137.7582,132.631,147.9127,110.674,101.7644,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,63.702,45.4692,38.0317,32.548,29.847,22.2679,1.0207,1.0451,1.0653,1.0032,1.0907,1.1904,100.0,0.0,100.0,20.0,100.0,0.0,50.0,0.0,33.3333,0.0,66.6667,4.7619,79.7255,44.9473,30.8669,23.7092,22.1399,17.8561,3.9354,9.5169,12.0062,13.9757,14.6842,16.1215,34.8858,25.0568,22.7273,22.6623,23.0353,23.1303,0.0204,0.0923,0.1722,0.4258,0.6881,1.5894,0.1809,0.2429,0.3259,0.6904,1.0794,2.2803,8.6119,8.9365,8.7742,8.591,8.7414,8.8917,8.9068,8.468,8.6874,8.6525,8.8944,8.4106,8.2888,8.9479,8.6183,7.2349,9.1273,8.1811,1.9447,2.1819,2.3054,2.4489,2.511,2.6415,7.2596,6.5344,0.2133,-0.017,0.1963,93.8419,95.1857,1.5696,73.5301,8.2326,5771200.5618,49717525.0
2012-10-08,8.8863,330178.0,AZM.MI,8.8232,8.7831,8.728,8.6627,8.645,8.2133,8.8547,8.8168,8.7836,8.6987,8.6827,8.4631,8.8916,8.872,8.8479,8.8401,8.8633,8.7764,8.7306,8.7176,8.6362,8.606,8.6044,8.4149,81.851,72.7346,69.0159,66.274,64.9235,61.134,59.0237,28.8979,22.5957,22.3044,19.4218,13.0872,0.1468,0.2084,0.2842,0.1421,0.5589,1.3547,57.0471,88.9317,106.821,140.1495,108.2084,98.8673,0.4848,0.4848,0.4848,0.4848,0.4848,0.4848,63.702,45.4692,38.0317,32.548,29.847,22.2679,1.0168,1.024,1.033,1.0163,1.0671,1.1799,66.6667,0.0,80.0,0.0,85.7143,28.5714,42.8571,92.8571,28.5714,0.0,64.2857,2.381,79.7255,44.9473,30.8669,23.7092,22.1399,17.8561,2.7098,7.9205,10.6516,13.2439,14.1873,15.8638,24.0212,20.8537,20.1631,21.4756,22.2557,22.7606,0.0136,0.0738,0.1476,0.3954,0.6553,1.5515,0.1206,0.1943,0.2794,0.6411,1.028,2.226,8.6445,9.0018,8.8232,8.6121,8.7831,8.954,8.9729,8.483,8.728,8.6627,8.9297,8.3956,8.3235,8.9664,8.645,7.2656,9.1611,8.2133,1.8828,2.0974,2.2273,2.3996,2.4752,2.6205,7.2758,6.5381,0.2106,-0.0106,0.2,93.8128,93.7171,1.3841,74.3002,8.2392,6101378.5618,49717525.0
2012-10-09,8.9763,958609.0,AZM.MI,8.9163,8.8371,8.7956,8.6813,8.6714,8.2492,8.9313,8.8813,8.8457,8.7405,8.7128,8.4986,8.9683,8.9476,8.9209,8.894,8.9074,8.8168,8.8398,8.7881,8.7486,8.6188,8.6241,8.4682,88.7336,78.4117,73.4204,68.5312,66.4279,61.898,71.179,38.6377,28.3274,23.7408,20.1563,13.3536,0.2795,0.27,0.4737,0.2605,0.5542,1.5063,100.0,143.4262,146.1971,202.3657,170.2584,118.4386,0.2439,0.2439,0.2439,0.2439,0.2439,0.2439,77.4671,56.8234,46.8407,37.0623,32.8558,23.7959,1.0321,1.031,1.0557,1.0299,1.0658,1.2016,100.0,0.0,100.0,0.0,100.0,14.2857,35.7143,100.0,100.0,0.0,100.0,0.0,95.4896,77.5969,62.7176,42.4146,34.8454,24.2758,1.2541,5.2074,8.0264,11.6162,13.0363,15.2437,54.3549,41.2808,35.0308,28.7281,26.9801,25.0174,0.0091,0.059,0.1265,0.3671,0.6241,1.5146,0.393,0.4681,0.5521,0.9079,1.2917,2.4857,8.8315,9.0012,8.9163,8.6303,8.8371,9.0438,9.0145,8.5767,8.7956,8.6813,8.9931,8.3694,8.3367,9.006,8.6714,7.3026,9.1958,8.2492,2.685,2.5265,2.5082,2.5149,2.5398,2.6355,7.2928,6.5419,0.2101,-0.0022,0.2078,86.0645,91.2397,1.3179,72.6875,8.2457,5961099.1334,50676134.0
2012-10-10,8.8153,430039.0,AZM.MI,8.8926,8.8522,8.8153,8.6924,8.6917,8.2814,8.8808,8.874,8.8506,8.7584,8.7259,8.5249,8.8687,8.8949,8.895,8.8959,8.9165,8.8393,8.8385,8.7888,8.7517,8.6222,8.6306,8.4943,43.9718,53.4954,56.617,60.7018,61.4737,59.745,74.98,44.9021,32.5069,24.9144,20.7897,13.5994,-0.0711,0.0758,0.1374,0.1563,0.4263,1.35,-17.8588,36.2434,61.9262,111.206,108.2816,98.9272,-0.6552,-0.6552,-0.6552,-0.6552,-0.6552,-0.6552,-12.0565,6.9907,13.234,21.4036,22.9474,19.49,0.992,1.0087,1.0158,1.0181,1.0508,1.1808,66.6667,0.0,80.0,0.0,85.7143,0.0,28.5714,92.8571,95.2381,0.0,97.619,0.0,82.582,69.9597,57.5835,40.1711,33.4593,23.6757,3.3029,5.6002,7.8356,11.2123,12.6874,15.0138,34.6218,31.6847,29.1102,26.2689,25.4468,24.3282,0.025,0.0662,0.1274,0.3599,0.6134,1.4975,0.262,0.3745,0.4732,0.8431,1.2302,2.4265,8.7608,9.0244,8.8926,8.6662,8.8522,9.0382,9.0119,8.6186,8.8153,8.6924,9.0114,8.3735,8.3769,9.0065,8.6917,7.3519,9.2108,8.2814,2.8616,2.6815,2.6344,2.6006,2.6115,2.6939,7.3081,6.5457,0.2078,-0.0091,0.1987,61.8272,80.5681,1.1392,60.063,8.2648,5605190.7553,50246095.0
2012-10-11,8.891,319886.0,AZM.MI,8.8942,8.8911,8.8417,8.7117,8.7113,8.3143,8.88,8.8869,8.8696,8.7849,8.744,8.5533,8.8873,8.9048,8.9085,8.9148,8.9363,8.8665,8.8387,8.7975,8.7606,8.6307,8.6391,8.5248,58.6834,60.8188,61.4595,62.8525,62.8429,60.4088,63.5749,45.194,33.8508,25.5194,21.1938,13.7962,0.0047,0.1942,0.1847,0.27,0.4121,1.3832,-61.5391,-13.6719,36.0202,85.8676,91.2513,93.2469,0.4909,0.4909,0.4909,0.4909,0.4909,0.4909,17.3667,21.6376,22.9189,25.705,25.6859,20.8176,1.0005,1.0223,1.0212,1.0313,1.0486,1.1842,33.3333,0.0,60.0,0.0,71.4286,0.0,21.4286,85.7143,90.4762,47.619,95.2381,9.5238,40.7649,46.3614,41.9141,33.3839,29.2742,21.8673,9.6079,9.1035,10.0381,12.0649,13.1764,15.1911,22.8319,24.8404,24.5248,24.1572,24.0841,23.6942,0.0735,0.1098,0.166,0.391,0.641,1.5187,0.1747,0.2996,0.4056,0.7829,1.1716,2.3687,8.7626,9.0258,8.8942,8.7888,8.8911,8.9933,9.0216,8.6617,8.8417,8.7117,9.0435,8.38,8.4006,9.0219,8.7113,7.3989,9.2297,8.3143,2.8682,2.7129,2.6574,2.6035,2.6054,2.6771,7.3239,6.5496,0.2053,-0.0099,0.1954,42.0398,63.3105,0.9774,58.1864,8.2835,5669163.0438,50565981.0
2012-10-12,8.8768,361582.0,AZM.MI,8.861,8.8892,8.8613,8.73,8.7302,8.3459,8.8713,8.8822,8.8784,8.8069,8.759,8.5794,8.8822,8.8997,8.9089,8.925,8.9498,8.8901,8.8422,8.798,8.7656,8.6379,8.6465,8.5505,54.6478,58.6541,59.9946,62.1655,62.4063,60.2181,59.6516,46.5402,35.5984,26.241,21.6509,14.0068,-0.0995,-0.0095,0.1374,0.2558,0.3979,1.3263,100.0,23.8059,56.6782,90.5911,104.4426,97.6224,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,9.2957,17.3081,19.9893,24.3311,24.8126,20.4362,0.9889,0.9989,1.0157,1.0297,1.0469,1.1757,0.0,66.6667,40.0,0.0,57.1429,0.0,14.2857,78.5714,85.7143,42.8571,92.8571,7.1429,51.805,51.925,46.0846,35.6223,30.7936,22.6399,7.0053,7.6091,8.8546,11.3502,12.6587,14.9017,22.0654,24.0462,23.9915,23.911,23.9237,23.6239,0.049,0.0878,0.1423,0.3631,0.6105,1.4825,0.1543,0.2776,0.3856,0.7649,1.1537,2.3502,8.7953,8.9268,8.861,8.7863,8.8892,8.992,9.0212,8.7013,8.8613,8.73,9.0679,8.3921,8.4302,9.0303,8.7302,7.4467,9.245,8.3459,2.6267,2.6007,2.5863,2.5739,2.587,2.6684,7.3394,6.5536,0.2021,-0.0127,0.1894,32.309,45.392,1.1651,53.4143,8.3018,5434138.5603,50204399.0
2012-10-15,9.0237,455025.0,AZM.MI,8.9305,8.9166,8.908,8.7588,8.7363,8.3795,8.9526,8.9271,8.919,8.846,8.7857,8.6109,8.9897,8.9765,8.9713,8.9684,8.9859,8.9248,8.9063,8.8104,8.7982,8.656,8.6507,8.5872,78.0475,71.6762,68.924,66.2683,65.0417,61.5046,63.4459,49.8806,38.3743,27.275,22.2538,14.2556,0.2084,0.1374,0.3268,0.4026,0.1279,1.4116,100.0,91.5,117.1848,108.6874,135.7052,108.963,0.5961,0.5961,0.5961,0.5961,0.5961,0.5961,56.095,43.3524,37.8481,32.5365,30.0835,23.0093,1.0236,1.0155,1.0376,1.0467,1.0144,1.1854,100.0,33.3333,20.0,0.0,42.8571,0.0,7.1429,71.4286,80.9524,38.0952,90.4762,4.7619,71.0346,63.2421,55.0298,40.7166,34.3123,24.4571,4.584,6.0069,7.5114,10.481,12.0143,14.5331,27.0676,26.6766,25.8947,24.878,24.5658,23.9434,0.0327,0.0703,0.122,0.3371,0.5814,1.4472,0.1929,0.3121,0.4205,0.8002,1.1888,2.3843,8.7983,9.0628,8.9305,8.7682,8.9166,9.0651,9.0364,8.7796,8.908,8.7588,9.1222,8.3953,8.4184,9.0542,8.7363,7.487,9.2719,8.3795,2.6325,2.5927,2.5707,2.5461,2.5537,2.6275,7.3563,6.5576,0.2006,-0.0063,0.1943,44.269,39.5393,1.2576,54.8857,8.3197,5521626.3161,50659424.0
